genus,base of range (Ma),top of range (Ma),collections,with abundances,geometric mean abundance
Megalomus,56,34,4,4,0.0635
Megalomytisites,55.8,48.6,1,1,0.0054
Megaloolithus,58.7,48.6,1,0,NaN
Megalops,28.4,23.03,1,0,NaN
Megalotriton,37.2,33.9,3,0,NaN
Megalyra,47.8,41.3,2,2,0.0615
Megamenopon,48.6,40.4,1,1,0.0385
Megameropsis,28.1,23.03,1,1,0.006
Megantennaphis,47.8,41.3,2,2,0.0033
Megapedetes,28.1,23.03,1,0,NaN
Megapenthes,37.2,33.9,2,2,0.0037
Megaphotina,33.9,28.1,1,1,0.0256
Megapodaphis,47.8,41.3,5,5,0.0019
Megaraphidia,34,34,5,5,0.0211
Megascyliorhinus,55.8,48.6,1,0,NaN
Megaselia,55.8,23.03,13,12,0.0019
Megasqualus,66,55.8,2,2,0.0396
Megastomia,61.6,41.3,15,2,0.0023
Megathiris,66,23.03,11,7,0.2227
Megathura,48.6,37.2,1,0,NaN
Megatoma,47.8,41.3,1,1,0.0031
Megatryphon,37.2,33.9,1,1,0.0909
Megaxinus,33.9,28.1,3,0,NaN
Megaxyela,37.2,33.9,3,3,0.0076
Megaxylota,47.8,41.3,1,1,0.0001
Megayoldia,59.2,23.03,53,0,NaN
Megerlia,28.1,23.03,1,1,0.0084
Meghyperiella,47.8,41.3,2,2,0.0002
Megistostoma,47.8,41.3,3,0,NaN
Megocephalites,55.8,48.6,1,1,0.0054
Megopis,59.2,56,1,1,0.0086
Meiocardia,66,33.9,8,0,NaN
Mekosuchus,28.4,23.03,1,0,NaN
Melampus,66,61.6,1,1,0.0006
Melanactes,37.2,33.9,1,1,0.0037
Melanagrion,37.2,33.9,2,2,0.0016
Melanagromyza,37.2,33.9,2,2,0.0714
Melanatria,66,33.9,13,4,0.0043
Melanderella,37.2,33.9,2,2,0.0084
Melanella,66,28.1,37,17,0.0012
Melaneremia,56,47.8,1,0,NaN
Melaniella,61.7,56.8,1,0,NaN
Melanimon,28.4,23.03,1,1,0.0035
Melanoides,48.6,28.4,18,1,0.0042
Melanophila,34,34,5,5,0.0041
Melanophora,47.8,41.3,2,2,0.0016
Melanophthalma,47.8,41.3,2,2,0.0031
Melanopsis,66,23.03,93,34,0.0175
Melanosaurus,56.8,50.3,34,0,NaN
Melanthrips,47.8,28.1,3,2,0.0023
Melastomites,66,56,5,0,NaN
Meldimys,56,47.8,1,0,NaN
Meliakrouniomys,37.2,33.9,4,0,NaN
Melicerta,66,23.03,1,0,NaN
Melicertites,66,38,2,0,NaN
Melieria,37.2,33.9,2,2,0.0045
Meligethes,33.9,28.4,2,2,0.0049
Melikertes,56,41.3,6,6,0.0224
Meliosma,61.7,23.03,46,15,0.0327
Meliosoma,56.8,55.8,1,0,NaN
Melipal,56,33.9,1,0,NaN
Melipriopsis,47.8,41.3,1,1,0.0042
Melissiodon,28.1,23.03,3,0,NaN
Melissites,47.8,41.3,1,1,0.0105
Mellinus,37.2,33.9,1,1,0.0037
Mellitels,33.9,28.4,1,0,NaN
Melobesia,48.6,33.9,2,0,NaN
Melolontha,28.4,23.03,2,2,0.0173
Melolonthites,47.8,41.3,2,2,0.7071
Melongena,58.7,23.03,39,4,0.0164
Melonis,38,23.03,7,0,NaN
Melosira,66,56,13,1,0.1842
Melychocella,59.2,47.8,1,0,NaN
Membranioporella,33.9,28.1,1,0,NaN
Membranipora,66,28.1,19,2,0.0041
Membraniporella,66,33.9,8,0,NaN
Membraniporidra,66,28.1,18,3,0.0244
Membraniporina,41.3,38,1,0,NaN
Memoratrix,47.8,41.3,2,2,0.037
Memraniporidra,41.3,38,1,0,NaN
Mene,59.2,56,1,0,NaN
Menestho,66,61.6,1,1,0.0004
Mengea,47.8,41.3,8,8,0.0087
Mengeaphis,47.8,41.3,4,4,0.0063
Menippe,41.3,38,5,0,NaN
Meniscodon,47.8,38,5,2,0.0445
Meniscomys,30.8,24.8,3,2,0.0282
Meniscopora,66,23.03,4,0,NaN
Meniscotherium,55.8,50.3,59,0,NaN
Menisperimites,55.8,50.3,2,0,NaN
Menispermicarpum,56,47.8,3,0,NaN
Menispermites,56.8,33.9,39,21,0.1974
Menispermum,33.9,28.4,1,0,NaN
Menispina,59.2,56,2,0,NaN
Menneus,47.8,41.3,4,4,0.0049
Menodus,37.2,33.9,2,0,NaN
Menops,40.4,33.9,13,1,0.0446
Mentoclaenodon,61.7,56.8,3,0,NaN
Menyanthes,33.9,23.03,8,0,NaN
Meoma,33.9,28.4,1,0,NaN
Meoneurites,47.8,41.3,2,2,0.0079
Meonia,66,61.6,2,0,NaN
Meoscobrops,28.1,23.03,1,0,NaN
Merabatis,47.8,41.3,2,0,NaN
Meracantha,37.2,33.9,1,1,0.0667
Mercenaria,28.1,23.03,3,0,NaN
Mercimonia,47.8,41.3,3,3,0.0032
Mercuria,33.9,28.1,1,0,NaN
Meretrix,66,28.1,104,14,0.1066
Meridiania,55.8,50.3,2,0,NaN
Merisca,28.4,28.1,10,8,0.005
Merkurosaurus,28.4,23.03,1,0,NaN
Merlangius,28.1,23.03,1,0,NaN
Merlucciidarum,61.6,56,1,0,NaN
Merluccius,47.8,23.03,3,0,NaN
Mermis,47.8,41.3,1,0,NaN
Merodon,28.4,23.03,1,1,0.0035
Meroena,47.8,33.9,7,0,NaN
Merothrips,47.8,41.3,1,1,0.0084
Merremia,33.9,23.03,1,0,NaN
Merrifieldia,28.1,23.03,1,1,0.0045
Merycobunodon,46.2,40.4,3,1,0.1053
Merycochoerus,30.8,26.3,1,0,NaN
Merycoides,33.3,24.8,3,0,NaN
Merycoidodon,37.2,30.8,174,2,0.0433
Mesalia,66,33.9,211,132,0.0251
Mesatirhinus,50.3,40.4,5,0,NaN
Mescalerolemur,46.2,40.4,1,0,NaN
Mesetaichthys,56,33.9,2,0,NaN
Mesetaornis,56,47.8,3,2,0.126
Mesileia,47.8,41.3,1,0,NaN
Mesobrochus,37.2,33.9,2,2,0.0054
Mesocentrus,47.8,41.3,1,1,0.0013
Mesochara,58.7,55.8,1,0,NaN
Mesochorus,37.2,33.9,10,10,0.0019
Mesocyon,33.9,26.3,19,5,0.0298
Mesodesma,56,33.9,2,0,NaN
Mesodineutes,66,61.6,1,1,0.3
Mesodma,66,56.8,81,11,0.0896
Mesodmops,58.7,55.8,1,0,NaN
Mesohalina,37.2,23.03,24,0,NaN
Mesohippus,40.4,30.8,80,5,0.0527
Mesolambrus,56,33.9,2,0,NaN
Mesoleptus,37.2,33.9,2,2,0.0022
Mesomeryx,46.2,40.4,3,0,NaN
Mesomiltha,66,56,4,0,NaN
Mesomorpha,66,23.03,8,0,NaN
Mesomphalia,47.8,41.3,1,1,0.0157
Mesomyia,47.8,41.3,4,4,0.0042
Mesoneura,37.2,33.9,1,1,0.0004
Mesonyx,66,40.4,23,1,0.0185
Mesopeplum,55.8,36,2,0,NaN
Mesophyllum,66,23.03,87,0,NaN
Mesopimpla,37.2,33.9,1,1,0.2
Mesoreodon,33.3,24.8,12,3,0.214
Mesorhytis,66,55.8,7,1,0.0022
Mesosaccella,55.8,48.6,2,0,NaN
Mesosites,37.2,33.9,1,0,NaN
Mesostenus,37.2,33.9,1,1,0.0667
Messelastur,48.6,40.4,1,0,NaN
Messelepone,48.6,40.4,1,1,0.009
Messelirrisor,48.6,40.4,1,0,NaN
Messelobunodon,47.8,41.3,2,0,NaN
Messelophis,48.6,40.4,2,0,NaN
Messor,37.2,33.9,6,6,0.01
Meta,47.8,41.3,3,3,0.001
Metabuprestium,66,61.6,2,2,0.3162
Metacanthus,33.9,23.03,3,3,0.0074
Metacarcinus,47.8,41.3,1,0,NaN
Metacerithium,66,56,17,8,0.0017
Metacheiromys,50.3,46.2,18,12,0.0937
Metachroma,37.2,33.9,1,1,0.0189
Metacrinus,61.6,59.2,1,0,NaN
Metadjidaumo,33.9,26.3,3,0,NaN
Metahelea,47.8,41.3,1,1,0.0208
Metalia,55.8,23.03,3,0,NaN
Metamelon,28.4,23.03,1,0,NaN
Metamynodon,41.3,33.3,17,3,0.2311
Metanephrocerus,49.43,41.3,4,4,0.0026
Metanephrops,66,61.6,2,0,NaN
Metanoiamys,46.2,37.2,72,4,0.1597
Metapelma,47.8,41.3,1,1,0.0476
Metaphiomys,33.9,28.1,6,0,NaN
Metapterodon,33.9,28.1,1,0,NaN
Metarhinus,46.2,40.4,20,1,0.0526
Metasequoia,66,28.1,156,29,0.2197
Metasinopa,33.9,28.1,1,0,NaN
Metasqualodon,28.1,23.03,5,3,1
Metatelmatherium,41.3,40.4,5,0,NaN
Metatetranychus,47.8,41.3,1,0,NaN
Metaxytherium,28.1,23.03,5,4,0.3976
Meteamys,28.4,23.03,1,0,NaN
Meteorites,47.8,41.3,1,1,0.0023
Meteorus,47.8,23.03,9,9,0.0008
Methoca,33.9,23.03,3,3,0.0024
Metis,47.8,41.3,1,0,NaN
Metkatius,56,47.8,1,1,0.037
Metoecus,37.2,33.9,1,1,0.0004
Metoisops,47.8,41.3,2,2,0.0012
Metoldobotes,33.9,28.1,1,0,NaN
Metopaster,66,47.8,7,0,NaN
Metopiosa,33.9,28.1,1,1,0.0256
Metracolposa,41.3,38,2,0,NaN
Metradolium,41.3,33.9,7,0,NaN
Metrarabdotos,33.9,28.1,6,0,NaN
Metretopus,47.8,41.3,2,2,0.0057
Metriocnemus,47.8,41.3,1,1,0.0186
Metrioxena,47.8,41.3,1,1,0.0081
Metrocephala,47.8,41.3,6,6,0.0148
Metula,66,28.1,23,5,0.0017
Meuniera,59.2,56,1,1,0.0086
Meunieria,47.8,41.3,1,1,0.0002
Meunierohelea,47.8,41.3,18,18,0.0035
Meyochorema,47.8,41.3,1,1,0.0023
Mezira,47.8,41.3,6,6,0.0484
Miacis,55.8,33.9,151,45,0.0212
Mianeuretus,50.3,33.9,4,4,0.0076
Miastor,47.8,41.3,2,2,0.0018
Micaria,47.8,41.3,1,1,0.0009
Michela,55.8,38,34,27,0.0056
Michrochoerus,41.3,38,1,0,NaN
Micippa,56,28.4,2,0,NaN
Micrabacia,66,61.6,1,0,NaN
Micrambe,47.8,41.3,1,1,0.0011
Micrantholithus,38,33.9,1,0,NaN
Micrasema,50.3,46.2,1,0,NaN
Micraster,66,56,3,0,NaN
Micraulacinus,47.8,41.3,2,2,0.0008
Micrdodrillia,33.9,28.1,1,0,NaN
Micrelasma,61.6,59.2,1,0,NaN
Micrelenchus,37.2,28.4,3,0,NaN
Micrempis,47.8,41.3,2,2,0.0001
Micreschara,41.3,38,2,0,NaN
Micridium,47.8,41.3,1,1,0.0031
Microadapis,41.3,38,1,0,NaN
Microbasis,28.1,23.03,1,1,0.0345
Microberotha,55.8,48.6,1,1,0.5
Microbiotherium,55.8,48,1,0,NaN
Microcanthus,33.9,28.1,1,0,NaN
Microcardium,37.2,23.03,4,0,NaN
Microcetus,28.1,23.03,1,1,0.5
Microchara,58.7,55.8,1,0,NaN
Microchiropteryx,56,47.8,1,0,NaN
Microchoerus,41.3,28.4,22,10,0.1277
Microcodium,66,61.6,2,0,NaN
Microcosmodon,66,55.8,20,1,0.042
Microcreagris,47.8,41.3,1,1,0.0213
Microcryptus,28.4,23.03,1,1,0.0009
Microcytherura,37.2,33.9,2,2,0.0008
Microdiptera,47.8,23.03,21,0,NaN
Microdrillia,55.8,28.1,70,39,0.0034
Microdyromys,28.1,23.03,5,0,NaN
Microecia,33.9,28.1,2,0,NaN
Microelectrona,47.8,41.3,1,1,0.0095
Microeutypomys,46.2,37.2,2,1,0.3119
Microfoveolatosporis,55.8,37.2,5,5,0.0047
Microfulgar,66,61.6,1,0,NaN
Microfulgur,59.2,56,2,1,0.0028
Microgadus,55.8,48.6,1,0,NaN
Microgaster,37.2,33.9,3,3,0.0103
Microhyrax,55.8,41.3,5,1,0.3333
Microjulodis,47.8,41.3,1,1,0.0039
Microloxoconcha,37.2,33.9,1,1,0.0005
Micromaia,33.9,28.4,6,0,NaN
Micromalthus,56,47.8,1,1,0.0022
Micromeris,41.3,38,1,0,NaN
Micromeryx,28.1,23.03,1,0,NaN
Micromithrax,56,33.9,3,0,NaN
Micromomys,61.7,50.3,8,0,NaN
Micromyia,47.8,41.3,1,1,0.0031
Micromysticetus,33.9,23.03,3,3,1
Micropalaeosoma,47.8,41.3,1,0,NaN
Microparamys,56,37.2,129,25,0.0261
Microperittia,47.8,41.3,1,1,0.1
Microphallus,48.6,37.2,1,1,0.0046
Microphis,33.9,28.1,1,0,NaN
Microphor,47.8,41.3,4,4,0.0008
Microphysula,56.8,55.8,1,0,NaN
Micropleurotoma,41.3,38,1,0,NaN
Microplitis,37.2,23.03,2,2,0.0329
Micropodium,33.9,28.4,1,0,NaN
Micropora,66,28.1,14,1,0.0349
Micropsis,66,37.2,3,0,NaN
Micropterix,47.8,34,3,3,0.0536
Micropternodus,46.2,33.3,18,1,0.0741
Microptilium,47.8,41.3,1,1,0.1429
Micropus,28.1,23.03,1,1,0.1429
Microrhagus,47.8,33.9,6,6,0.0028
Microscyliorhinus,55.8,48.6,1,0,NaN
Microsoronia,47.8,41.3,7,7,0.0102
Microstagon,66,38,6,0,NaN
Microstele,33.9,28.1,1,0,NaN
Microstylum,37.2,33.9,2,2,0.0203
Microsuevosciurus,37.2,33.9,1,0,NaN
Microsurcula,55.8,28.1,24,20,0.0039
Microsus,50.3,46.2,22,8,0.1775
Microsyops,55.8,40.4,229,67,0.0556
Microtaphrus,61.6,59.2,1,0,NaN
Microtarsioides,47.8,41.3,1,0,NaN
Microtelenomus,47.8,41.3,1,1,0.0001
Microtendipes,56,47.8,1,1,0.0022
Microtinomiscium,56,47.8,1,0,NaN
Microtitan,37.2,33.9,1,0,NaN
Microtypus,47.8,34,12,12,0.0004
Microvoluta,59.2,47.8,1,0,NaN
Microzeuglodon,28.1,23.03,1,1,0.5
Micryphantes,47.8,41.3,4,4,0.0024
Mictodipoena,47.8,41.3,1,1,0.0013
Middendorfia,33.9,28.1,1,0,NaN
Midiagnus,55.8,48.6,1,0,NaN
Milax,41.3,38,1,0,NaN
Miletes,66,61.7,1,0,NaN
Milfordia,48.6,40.4,3,0,NaN
Miliobatis,47.8,33.9,5,0,NaN
Miliola,59.2,56,3,0,NaN
Millepora,41.3,23.03,17,0,NaN
Milleporidium,66,61.6,1,0,NaN
Milletia,56,33.9,1,0,NaN
Miltha,61.6,23.03,66,13,0.0064
Milvoides,47.8,38,4,1,0.3333
Mimalaptus,47.8,41.3,3,3,0.1262
Mimatuta,66,63.3,53,7,0.0506
Mimela,28.4,23.03,1,1,0.0035
Mimetarchaea,47.8,41.3,1,1,0.0135
Mimetidion,47.8,41.3,1,1,0.001
Mimetodon,63.3,56.8,18,0,NaN
Mimetus,47.8,41.3,3,3,0.0015
Mimohelops,47.8,41.3,1,1,0.0196
Mimoperadectes,56.8,50.3,24,10,0.0914
Mimoplatycis,47.8,41.3,4,4,0.0058
Mimosites,66,28.1,7,0,NaN
Mimotona,58.7,55.8,5,0,NaN
Mimotricentes,63.3,56.8,14,0,NaN
Minchenella,61.7,55.8,1,0,NaN
Mindarella,33.9,28.1,1,1,0.0256
Mindarus,47.8,33.9,15,15,0.0033
Minerisporites,58.7,56,7,3,1
Mingotherium,56.8,55.8,2,0,NaN
Miniacina,59.2,33.9,27,0,NaN
Miniochoerus,37.2,30.8,113,0,NaN
Minippus,55.8,50.3,16,1,0.1438
Minusculodelphis,58.7,48.6,1,0,NaN
Minymyceta,55.8,48.6,1,1,0.0054
Miocaenia,37.2,33.9,1,1,0.0004
Miocardia,59.2,41.3,4,0,NaN
Miocardiopsis,66,28.1,11,0,NaN
Mioclaenus,63.3,56.8,53,3,0.0893
Miocoris,37.2,33.9,1,1,0.025
Miocyon,50.3,37.2,18,2,0.0016
Miocyphon,37.2,33.9,1,1,0.0004
Miodelphis,28.1,23.03,1,1,0.125
Miodermis,47.8,41.3,1,0,NaN
Miodomeris,66,61.6,4,2,0.0434
Miodontiscus,61.6,59.2,1,0,NaN
Miodytiscus,37.2,33.9,1,1,0.0037
Miogeraeus,34,34,1,1,0.0057
Miogypsina,28.1,23.03,8,0,NaN
Miogypsinoides,28.1,23.03,1,0,NaN
Miohippus,37.2,24.8,62,13,0.0554
Miohydnocera,34,34,2,2,0.0014
Miolacerta,28.4,23.03,1,0,NaN
Miolachnosterna,37.2,33.9,1,1,0.0004
Miolithocharis,37.2,33.9,1,1,0.0053
Miomelon,37.2,28.4,12,0,NaN
Miomeryx,28.1,23.03,3,0,NaN
Miomyrmex,34,34,13,13,0.0129
Mioochodaeus,28.4,23.03,1,1,0.3333
Miophenolia,34,34,1,1,0.0057
Miophora,28.1,23.03,1,0,NaN
Mioplosus,55.8,50.3,3,3,0.0265
Miopodagrion,37.2,33.9,1,1,0.5
Miosilpha,37.2,33.9,1,1,0.0074
Miospermophilus,30.8,26.3,1,0,NaN
Miostenosis,37.2,33.9,1,1,0.0053
Miota,34,34,1,1,0.0027
Miotylopus,26.3,24.8,1,0,NaN
Mipus,41.3,38,1,0,NaN
Mirachelus,61.6,61.6,1,1,0.0005
Miracoides,47.8,41.3,2,2,0.0017
Mirandatherium,58.7,57,3,0,NaN
Miraraneus,47.8,41.3,2,2,0.0017
Mirascapha,55.8,48.6,1,0,NaN
Mirica,28.1,23.03,1,0,NaN
Mirocetus,28.1,23.03,1,1,0.5
Miropholcus,47.8,41.3,1,1,0.0041
Miscellaena,58.7,55.8,2,0,NaN
Miscellanea,66,33.9,15,0,NaN
Mischoserphus,47.8,34,4,4,0.0007
Misrichthys,37.2,33.9,6,0,NaN
Mississippina,59.2,56,5,0,NaN
Mistia,33.9,28.4,1,1,0.0714
Misumena,47.8,41.3,2,2,0.0066
Mita,66,59.2,51,39,0.0073
Mithrandir,66,63.3,17,11,0.3249
Mitostoma,47.8,41.3,4,3,0.0043
Mitra,66,23.03,62,13,0.0035
Mitraeturricula,48.6,37.2,1,0,NaN
Mitraria,41.3,38,3,0,NaN
Mitrella,58.7,28.1,36,19,0.0023
Mitreola,66,41.3,6,2,0.0067
Mitricaulis,56,33.9,1,1,1
Mitrolumna,41.3,23.03,3,0,NaN
Mitsukurina,55.8,23.03,2,0,NaN
Mixocapsus,47.8,41.3,1,1,0.0238
Mixodectes,66,56.8,17,1,0.037
Mixosciaritis,55.8,48.6,1,1,0.0119
Mixotherium,41.3,38,1,0,NaN
Mixtipecten,66,61.6,3,3,0.0357
Mixtotherium,41.3,33.9,15,5,0.053
Mizagalla,47.8,41.3,2,2,0.001
Mizalia,47.8,41.3,18,18,0.0048
Mnaomaia,56,47.8,1,1,0.0022
Mnasthaia,59.2,56,1,1,0.1667
Mnestia,55.8,28.4,44,29,0.0015
Mnium,66,56,1,0,NaN
Mobula,47.8,23.03,4,0,NaN
Mochlomelikertes,47.8,41.3,1,1,0.0042
Mochlonyx,47.8,41.3,3,3,0.0015
Modiolaria,41.3,28.4,5,1,0.0178
Modiolis,66,58.7,1,0,NaN
Modiolula,33.9,23.03,5,0,NaN
Modiolus,66,23.03,165,16,0.0012
Modulus,33.9,28.4,2,0,NaN
Moehringia,28.1,23.03,1,0,NaN
Moerigaleus,38,33.9,2,2,1
Moeritherium,47.8,28.4,12,1,1
Moiachoerus,37.2,33.9,1,0,NaN
Molanna,66,41.3,6,6,0.0057
Molannodes,47.8,41.3,3,3,0.0009
Molaspora,59.2,56,2,0,NaN
Molercordulia,56,47.8,1,1,1
Moleropterix,56,47.8,1,1,1
Molinodus,66,61.7,2,0,NaN
Molopophorus,61.6,23.03,52,0,NaN
Molorchus,47.8,23.03,2,2,0.0071
Moltkia,66,27.3,10,0,NaN
Molva,61.6,59.2,2,2,0.0021
Molytes,33.9,28.4,1,1,0.0667
Momipites,56,37.2,59,53,0.0065
Monalaria,43,38,15,0,NaN
Monanthia,37.2,33.9,1,1,0.0021
Monardia,47.8,41.3,2,2,0.0015
Mondegodon,55.8,48.6,1,0,NaN
Mongolemys,66,56,1,1,1
Mongolopala,33.9,28.4,1,0,NaN
Moniliopsis,41.3,38,2,0,NaN
Monitilora,66,33.9,20,4,0.0024
Monocentris,47.8,41.3,3,0,NaN
Monoceratina,41.3,38,1,0,NaN
Monoceratopora,66,61.6,1,1,0.0226
Monocrepidius,34,34,1,1,0.0057
Monodelphopsis,58.7,57,2,0,NaN
Monodiamesa,56,47.8,1,1,0.0022
Monodicrana,47.8,41.3,1,1,0.0009
Monodonta,66,59.2,2,1,0.0001
Monodontomerus,47.8,41.3,1,1,0.0001
Monogemmites,33.9,23.03,1,0,NaN
Monohammus,59.2,56,1,1,0.0086
Monohelea,47.8,41.3,17,17,0.0059
Monokotylen-Blattfetzen,33.9,23.03,1,0,NaN
Monoliopsis,38,33.9,1,0,NaN
Monomitopus,47.8,41.3,1,0,NaN
Monomorium,47.8,41.3,9,9,0.0015
Mononychites,47.8,41.3,2,2,0.0118
Monophlebus,47.8,33.9,2,2,0.0006
Monophorus,28.1,23.03,1,1,0.0042
Monopibaltia,47.8,41.3,1,1,0.0042
Monoplex,41.3,28.1,5,0,NaN
Monoporella,66,61.6,4,0,NaN
Monoporopollenites,55.8,37.2,18,18,0.0111
Monoptygma,47.8,38,6,1,0.0067
Monotrematum,66,62.5,1,0,NaN
Monshyus,66,59.2,1,0,NaN
Monsmirabilia,56,47.8,1,0,NaN
Montacuta,56,38,2,0,NaN
Montanatylopus,37.2,33.9,2,0,NaN
Montastrea,66,23.03,102,15,0.0284
Montezumella,56,28.4,2,0,NaN
Montia,66,61.6,2,2,0.0009
Monticulastraea,33.9,23.03,2,0,NaN
Monticulastrea,28.4,23.03,1,0,NaN
Montipora,38,23.03,7,1,0.1072
Montlivaltia,59.2,23.03,5,0,NaN
Montrichardia,61.7,55.8,6,6,0.155
Monyx,47.8,41.3,1,1,0.0159
Mopsitta,56,47.8,1,0,NaN
Moravoscelio,66,47.8,1,1,0.2
Morawanocetus,28.1,23.03,1,1,0.3333
Mordella,47.8,23.03,7,6,0.008
Mordellaria,47.8,41.3,1,1,0.5
Mordellistena,34,34,6,6,0.0052
Morelia,26,24,1,0,NaN
Morgea,47.8,41.3,2,2,0.0018
Mormulasta,37.2,33.9,1,0,NaN
Moroidea,38,23.03,16,0,NaN
Morone,33.9,23.03,2,0,NaN
Morozovella,58.7,41.3,29,0,NaN
Morphna,66,61.6,1,1,1
Morsagrion,56,47.8,1,1,1
Mortonella,37.2,33.9,1,0,NaN
Morum,61.6,23.03,14,2,0.001
Morus,66,23.03,15,0,NaN
Motryis,48.6,37.2,1,1,0.0274
Mouillacitherium,41.3,33.9,17,9,0.0262
Moyamyia,37.2,33.9,1,1,0.0037
Mrazecia,33.9,28.1,1,0,NaN
Muangthanhinius,37.2,33.9,1,0,NaN
Mucronalia,61.6,56,1,0,NaN
Muhsinia,28.4,23.03,1,0,NaN
Mulinia,37.2,33.9,4,0,NaN
Mulkrajanops,56,47.8,1,1,0.037
Multicavea,66,61.6,1,0,NaN
Multicellaesporites,56,33.9,5,5,0.0048
Multicolumnastraea,66,61.6,1,0,NaN
Multiporina,33.9,28.1,4,0,NaN
Munditia,33.9,28.4,1,0,NaN
Munditiella,37.2,33.9,1,0,NaN
Munida,47.8,23.03,2,0,NaN
Munidopsis,56,33.9,2,0,NaN
Munseyella,66,33.9,4,3,0.0013
Mupus,61.6,23.03,4,2,0.0061
Murchisonella,55.8,48.6,1,0,NaN
Murex,66,23.03,43,20,0.0015
Murexiella,41.3,28.1,6,1,0.0006
Murexsul,33.9,23.03,2,0,NaN
Muricanthus,38,28.4,4,0,NaN
Muricopsis,61.6,23.03,6,2,0.0011
Murotriton,41.3,38,3,1,0.001
Murravia,56,25.2,13,5,0.0164
Mursia,28.1,23.03,3,0,NaN
Musca,50.3,46.2,2,1,0.129
Muscidites,28.1,23.03,1,1,1
Muscites,48.6,40.4,1,0,NaN
Musculopedunculus,33.9,28.1,1,0,NaN
Musculus,66,23.03,17,5,0.0004
Musophyllum,56.8,37.2,3,2,0.0051
Mussismilia,28.1,23.03,3,0,NaN
Mustelavus,37.2,24.8,4,1,0.2198
Mustelus,58.7,41.3,5,0,NaN
Mustules,38,33.9,1,0,NaN
Mya,55.8,28.1,68,0,NaN
Myadesma,33.9,28.1,3,0,NaN
Myadora,33.9,28.4,1,0,NaN
Myanmarius,41.3,38,1,0,NaN
Myanmarpithecus,41.3,33.9,1,0,NaN
Myas,37.2,33.9,2,2,0.0006
Mycetaulus,37.2,33.9,1,1,0.0135
Mycetobia,47.8,46.2,5,5,0.0004
Mycetocharoides,47.8,41.3,1,1,0.5
Mycetophagus,34,34,2,2,0.0057
Mycetophila,47.8,23.03,19,19,0.0024
Mycetophilites,33.9,28.4,1,1,0.0189
Mycetophyllia,37.2,23.03,9,0,NaN
Mycetoporus,34,34,3,2,0.0012
Myceugenelloxylon,56,33.9,1,1,0.04
Mycomya,47.8,23.03,18,18,0.0012
Mycomyites,56,47.8,1,1,0.0588
Mycotretus,50.3,46.2,1,1,0.0049
Myctophidarum,61.6,59.2,4,4,0.0015
Myctophum,48.6,37.2,3,0,NaN
Mydas,37.2,33.9,1,1,0.0037
Mydososciarites,55.8,48.6,1,1,0.0054
Mygale,28.1,23.03,1,1,0.006
Mygalea,28.1,23.03,1,0,NaN
Myiolepta,47.8,23.03,7,6,0.0003
Myiomma,47.8,41.3,1,1,0.027
Mylabris,28.4,23.03,1,1,0.0035
Mylanodon,61.7,56.8,1,0,NaN
Myliobatis,61.6,23.03,137,4,0.3153
Myllocercion,66,59.2,79,73,0.0192
Myndus,38,33.9,1,1,1
Myosurus,28.1,23.03,6,0,NaN
Myotis,30.8,28.4,2,0,NaN
Myoxocephalus,33.9,28.1,1,0,NaN
Myrceugenelloxylon,66,56,1,1,1
Myriapora,33.9,23.03,2,0,NaN
Myrica,66,23.03,34,12,0.0601
Myricapollenites,66,56,1,1,0.0031
Myrichthys,47.8,41.3,1,0,NaN
Myriophyllum,38,28.1,2,1,0.0752
Myriotrochites,47.8,28.1,3,0,NaN
Myripistis,28.4,23.03,1,0,NaN
Myripristis,47.8,33.9,2,1,0.0058
Myristicacarpum,48.6,37.2,1,0,NaN
Myrmecarchaea,47.8,41.3,3,3,0.0022
Myrmeciites,51,49.43,5,5,0.1598
Myrmecites,50.3,46.2,1,1,0.0109
Myrmecoboides,63.3,56.8,8,1,0.15
Myrmica,47.8,23.03,11,11,0.0033
Myrmicites,33.9,28.4,2,2,0.0117
Myrmosa,59.2,56,1,1,0.0086
Myrmozercon,47.8,41.3,1,1,0.001
Myro,47.8,41.3,4,4,0.0031
Myrsine,56,33.9,6,0,NaN
Myrtaceidites,48.6,37.2,1,0,NaN
Myrtea,66,23.03,97,62,0.0298
Myrtophyllum,66,56,9,0,NaN
Myrtospermum,59.2,23.03,7,0,NaN
Mysella,48.6,38,3,0,NaN
Mysmena,47.8,41.3,9,9,0.0381
Mysops,50.3,40.4,5,0,NaN
Mystagogus,47.8,41.3,2,2,0.0041
Mytea,33.9,28.1,1,0,NaN
Mythenteles,47.8,41.3,3,3,0.0825
Mytilon,66,61.6,1,0,NaN
Mytilopsis,33.9,23.03,4,0,NaN
Mytilosootus,56,47.8,1,0,NaN
Mytilus,66,23.03,116,10,0.0021
Mytonolagus,46.2,37.2,12,0,NaN
Mytonomeryx,46.2,40.4,2,1,0.0051
Mytonomys,55.8,33.9,29,4,0.0981
Myurella,33.9,23.03,6,0,NaN
Myxomygale,33.9,23.03,6,0,NaN
Myzinum,59.2,56,1,1,0.0086
Nabis,47.8,28.4,3,3,0.0032
Nacella,66,23.03,8,4,0.0233
Naiadochelys,66,62.5,2,0,NaN
Naibia,47.8,41.3,1,1,0.0263
Najadopsis,37.2,33.9,1,0,NaN
Najas,33.9,28.1,4,0,NaN
Nalacetus,47.8,41.3,2,2,0.2198
